site,date,pct_cover,nms,sp
Cat Rock,2007-12-21,2.1666666666666665,CINMS,ARTCOR
Cat Rock,2008-03-05,1.5277777777777777,CINMS,ARTCOR
Cat Rock,2008-11-11,3.0277777777777777,CINMS,ARTCOR
Cat Rock,2009-11-30,3.5555555555555554,CINMS,ARTCOR
Cat Rock,2010-03-11,2.8055555555555554,CINMS,ARTCOR
Cat Rock,2010-11-04,5.777777777777778,CINMS,ARTCOR
Cat Rock,2011-12-21,5.111111111111111,CINMS,ARTCOR
Cat Rock,2012-11-26,5.166666666666667,CINMS,ARTCOR
Cat Rock,2013-05-04,2.611111111111111,CINMS,ARTCOR
Cat Rock,2013-12-16,5.5,CINMS,ARTCOR
Cat Rock,2014-11-04,6.166666666666667,CINMS,ARTCOR
Cat Rock,2015-11-11,6.1,CINMS,ARTCOR
Crook Point,2003-01-14,0.7,CINMS,ARTCOR
Crook Point,2003-04-11,0.8,CINMS,ARTCOR
Crook Point,2004-01-07,0.4117647058823529,CINMS,ARTCOR
Crook Point,2004-05-09,0.2,CINMS,ARTCOR
Crook Point,2005-01-23,0.35,CINMS,ARTCOR
Crook Point,2005-04-30,0.4,CINMS,ARTCOR
Crook Point,2006-01-25,0.2,CINMS,ARTCOR
Crook Point,2007-01-19,0.15,CINMS,ARTCOR
Crook Point,2007-05-19,0.6,CINMS,ARTCOR
Crook Point,2008-01-20,0.5,CINMS,ARTCOR
Crook Point,2008-05-09,0.5,CINMS,ARTCOR
Crook Point,2009-01-21,0.55,CINMS,ARTCOR
Crook Point,2009-04-05,0.45,CINMS,ARTCOR
Crook Point,2009-11-14,0.8,CINMS,ARTCOR
Crook Point,2010-04-20,0.85,CINMS,ARTCOR
Crook Point,2010-12-06,0.7,CINMS,ARTCOR
Crook Point,2011-12-08,0.4,CINMS,ARTCOR
Crook Point,2012-03-15,0.5,CINMS,ARTCOR
Crook Point,2013-01-09,0.1,CINMS,ARTCOR
Crook Point,2013-03-09,0.2,CINMS,ARTCOR
Crook Point,2014-01-15,0.2,CINMS,ARTCOR
Crook Point,2014-03-26,0.05,CINMS,ARTCOR
Crook Point,2014-12-05,0.2,CINMS,ARTCOR
Cuyler Harbor,2002-12-31,0.7,CINMS,ARTCOR
Cuyler Harbor,2003-04-13,0.95,CINMS,ARTCOR
Cuyler Harbor,2004-01-08,1.2,CINMS,ARTCOR
Cuyler Harbor,2004-05-07,1.1,CINMS,ARTCOR
Cuyler Harbor,2005-01-24,0.9,CINMS,ARTCOR
Cuyler Harbor,2005-04-28,0.7,CINMS,ARTCOR
Cuyler Harbor,2006-01-28,0.3,CINMS,ARTCOR
Cuyler Harbor,2007-01-16,2.9,CINMS,ARTCOR
Cuyler Harbor,2007-05-21,2.05,CINMS,ARTCOR
Cuyler Harbor,2008-01-18,1.85,CINMS,ARTCOR
Cuyler Harbor,2008-05-07,0.95,CINMS,ARTCOR
Cuyler Harbor,2009-01-20,2.25,CINMS,ARTCOR
Cuyler Harbor,2009-04-06,1.15,CINMS,ARTCOR
Cuyler Harbor,2009-11-16,1.5,CINMS,ARTCOR
Cuyler Harbor,2010-04-18,1,CINMS,ARTCOR
Cuyler Harbor,2010-12-07,0.2,CINMS,ARTCOR
Cuyler Harbor,2011-12-10,0.4,CINMS,ARTCOR
Cuyler Harbor,2012-03-14,0.4,CINMS,ARTCOR
Cuyler Harbor,2013-01-11,0.9,CINMS,ARTCOR
Cuyler Harbor,2013-03-11,1.05,CINMS,ARTCOR
Cuyler Harbor,2014-01-17,1,CINMS,ARTCOR
Cuyler Harbor,2014-03-27,0.45,CINMS,ARTCOR
Cuyler Harbor,2014-12-03,1.1,CINMS,ARTCOR
East Point,2002-12-04,2.16,CINMS,ARTCOR
East Point,2003-03-16,2.32,CINMS,ARTCOR
East Point,2003-11-22,1.36,CINMS,ARTCOR
East Point,2004-04-09,1.4615384615384615,CINMS,ARTCOR
East Point,2004-12-09,1.64,CINMS,ARTCOR
East Point,2005-05-28,1.52,CINMS,ARTCOR
East Point,2006-01-13,1,CINMS,ARTCOR
East Point,2006-01-15,2.04,CINMS,ARTCOR
East Point,2006-12-03,1.64,CINMS,ARTCOR
East Point,2007-04-11,1.24,CINMS,ARTCOR
East Point,2007-04-16,2,CINMS,ARTCOR
East Point,2008-01-03,3.04,CINMS,ARTCOR
East Point,2008-04-10,2.44,CINMS,ARTCOR
East Point,2009-01-07,3.24,CINMS,ARTCOR
East Point,2009-05-28,1.8,CINMS,ARTCOR
East Point,2010-01-13,2.84,CINMS,ARTCOR
East Point,2011-03-16,1.1153846153846154,CINMS,ARTCOR
East Point,2012-01-20,1.84,CINMS,ARTCOR
East Point,2012-04-12,0.92,CINMS,ARTCOR
East Point,2013-01-26,1,CINMS,ARTCOR
East Point,2013-04-06,0.6,CINMS,ARTCOR
East Point,2013-11-15,0.12,CINMS,ARTCOR
East Point,2014-03-16,0.08,CINMS,ARTCOR
East Point,2015-04-15,0.24,CINMS,ARTCOR
East Point,2015-11-25,0.32,CINMS,ARTCOR
Ford Point,2002-12-05,1.2,CINMS,ARTCOR
Ford Point,2003-03-18,1.8,CINMS,ARTCOR
Ford Point,2003-11-25,1.4666666666666666,CINMS,ARTCOR
Ford Point,2004-04-10,1.8666666666666667,CINMS,ARTCOR
Ford Point,2004-12-14,2,CINMS,ARTCOR
Ford Point,2005-05-26,1.8,CINMS,ARTCOR
Ford Point,2006-01-14,5.6,CINMS,ARTCOR
Ford Point,2006-11-30,6.333333333333333,CINMS,ARTCOR
Ford Point,2007-04-15,3.6666666666666665,CINMS,ARTCOR
Ford Point,2008-01-03,4.266666666666667,CINMS,ARTCOR
Ford Point,2008-04-12,5.4,CINMS,ARTCOR
Ford Point,2009-01-10,2.6,CINMS,ARTCOR
Ford Point,2009-05-27,2.466666666666667,CINMS,ARTCOR
Ford Point,2010-01-12,2.533333333333333,CINMS,ARTCOR
Ford Point,2011-03-15,0.65,CINMS,ARTCOR
Ford Point,2012-01-22,1.25,CINMS,ARTCOR
Ford Point,2012-05-23,0.8,CINMS,ARTCOR
Ford Point,2013-01-27,2.4,CINMS,ARTCOR
Ford Point,2013-04-07,1.75,CINMS,ARTCOR
Ford Point,2013-11-17,2.25,CINMS,ARTCOR
Ford Point,2014-03-12,3.05,CINMS,ARTCOR
Ford Point,2015-04-18,2.55,CINMS,ARTCOR
Ford Point,2015-11-28,1.9,CINMS,ARTCOR
Fossil Reef,2002-12-03,0.9,CINMS,ARTCOR
Fossil Reef,2003-03-13,2.4,CINMS,ARTCOR
Fossil Reef,2003-11-23,1.6,CINMS,ARTCOR
Fossil Reef,2004-04-13,3.1,CINMS,ARTCOR
Fossil Reef,2004-12-12,2.05,CINMS,ARTCOR
Fossil Reef,2005-05-30,2.6,CINMS,ARTCOR
Fossil Reef,2006-01-12,3.75,CINMS,ARTCOR
Fossil Reef,2006-12-01,3.6,CINMS,ARTCOR
Fossil Reef,2007-04-13,3.7,CINMS,ARTCOR
Fossil Reef,2008-04-13,3.15,CINMS,ARTCOR
Fossil Reef,2009-01-09,3.15,CINMS,ARTCOR
Fossil Reef,2009-05-30,1.95,CINMS,ARTCOR
Fossil Reef,2010-01-15,3.8,CINMS,ARTCOR
Fossil Reef,2011-03-18,1.25,CINMS,ARTCOR
Fossil Reef,2012-01-18,3.55,CINMS,ARTCOR
Fossil Reef,2012-04-15,2.4,CINMS,ARTCOR
Fossil Reef,2013-04-04,3.3,CINMS,ARTCOR
Fossil Reef,2013-11-14,5.2,CINMS,ARTCOR
Fossil Reef,2014-03-15,3.3,CINMS,ARTCOR
Fossil Reef,2015-04-17,3.45,CINMS,ARTCOR
Fossil Reef,2015-11-26,3.05,CINMS,ARTCOR
Fraser Cove,2002-11-03,0.5142857142857142,CINMS,ARTCOR
Fraser Cove,2003-03-26,2,CINMS,ARTCOR
Fraser Cove,2003-12-08,1.7027027027027026,CINMS,ARTCOR
Fraser Cove,2004-03-31,3.1842105263157894,CINMS,ARTCOR
Fraser Cove,2004-11-12,1.054054054054054,CINMS,ARTCOR
Fraser Cove,2005-03-08,1.5789473684210527,CINMS,ARTCOR
Fraser Cove,2005-10-15,0.9714285714285714,CINMS,ARTCOR
Fraser Cove,2005-10-17,3.3333333333333335,CINMS,ARTCOR
Fraser Cove,2006-12-18,9.5,CINMS,ARTCOR
Fraser Cove,2006-12-19,0.9428571428571428,CINMS,ARTCOR
Fraser Cove,2007-03-26,1.9210526315789473,CINMS,ARTCOR
Fraser Cove,2008-03-20,2.0789473684210527,CINMS,ARTCOR
Fraser Cove,2008-12-11,1.4473684210526316,CINMS,ARTCOR
Fraser Cove,2009-04-28,1.394736842105263,CINMS,ARTCOR
Fraser Cove,2009-11-03,1.1842105263157894,CINMS,ARTCOR
Fraser Cove,2010-03-24,1.263157894736842,CINMS,ARTCOR
Fraser Cove,2010-11-19,0.9459459459459459,CINMS,ARTCOR
Fraser Cove,2012-01-09,1.105263157894737,CINMS,ARTCOR
Fraser Cove,2012-05-10,0.5945945945945946,CINMS,ARTCOR
Fraser Cove,2012-12-11,0.8055555555555556,CINMS,ARTCOR
Fraser Cove,2013-03-25,1.162162162162162,CINMS,ARTCOR
Fraser Cove,2013-11-02,0.5789473684210527,CINMS,ARTCOR
Fraser Cove,2014-04-09,0.45714285714285713,CINMS,ARTCOR
Fraser Cove,2014-11-21,1.0263157894736843,CINMS,ARTCOR
Fraser Cove,2016-01-21,1.9210526315789473,CINMS,ARTCOR
Harris Point,2003-01-16,1.4,CINMS,ARTCOR
Harris Point,2003-04-13,1.8181818181818181,CINMS,ARTCOR
Harris Point,2004-01-05,1.12,CINMS,ARTCOR
Harris Point,2004-05-08,0.88,CINMS,ARTCOR
Harris Point,2005-01-22,0.96,CINMS,ARTCOR
Harris Point,2005-04-29,1.72,CINMS,ARTCOR
Harris Point,2006-01-27,2.48,CINMS,ARTCOR
Harris Point,2007-01-18,2.12,CINMS,ARTCOR
Harris Point,2007-05-18,1.96,CINMS,ARTCOR
Harris Point,2008-01-21,3.2,CINMS,ARTCOR
Harris Point,2008-05-08,2.24,CINMS,ARTCOR
Harris Point,2009-01-23,1.16,CINMS,ARTCOR
Harris Point,2009-04-03,1,CINMS,ARTCOR
Harris Point,2009-11-15,0.6,CINMS,ARTCOR
Harris Point,2010-04-19,1.6,CINMS,ARTCOR
Harris Point,2010-12-05,1,CINMS,ARTCOR
Harris Point,2011-12-12,2.24,CINMS,ARTCOR
Harris Point,2012-03-16,2.12,CINMS,ARTCOR
Harris Point,2013-01-10,1.52,CINMS,ARTCOR
Harris Point,2013-03-10,2.6,CINMS,ARTCOR
Harris Point,2014-01-16,0.92,CINMS,ARTCOR
Harris Point,2014-03-28,1.44,CINMS,ARTCOR
Harris Point,2014-12-06,1.12,CINMS,ARTCOR
Johnsons Lee,2002-12-01,2.933333333333333,CINMS,ARTCOR
Johnsons Lee,2003-03-17,3.2,CINMS,ARTCOR
Johnsons Lee,2003-11-24,0.4,CINMS,ARTCOR
Johnsons Lee,2004-04-11,0.26666666666666666,CINMS,ARTCOR
Johnsons Lee,2004-12-11,1.0666666666666667,CINMS,ARTCOR
Johnsons Lee,2005-05-27,0.7333333333333333,CINMS,ARTCOR
Johnsons Lee,2006-01-10,1.4,CINMS,ARTCOR
Johnsons Lee,2006-12-04,2.066666666666667,CINMS,ARTCOR
Johnsons Lee,2007-04-12,1.7333333333333334,CINMS,ARTCOR
Johnsons Lee,2008-01-03,4.066666666666666,CINMS,ARTCOR
Johnsons Lee,2008-04-09,2.7333333333333334,CINMS,ARTCOR
Johnsons Lee,2009-01-11,0.3684210526315789,CINMS,ARTCOR
Johnsons Lee,2009-05-26,0.21052631578947367,CINMS,ARTCOR
Johnsons Lee,2010-01-11,0.42105263157894735,CINMS,ARTCOR
Johnsons Lee,2011-03-14,0.043478260869565216,CINMS,ARTCOR
Johnsons Lee,2012-01-17,0.9166666666666666,CINMS,ARTCOR
Johnsons Lee,2012-04-16,0.6666666666666666,CINMS,ARTCOR
Johnsons Lee,2013-01-22,1.25,CINMS,ARTCOR
Johnsons Lee,2013-04-03,1.5,CINMS,ARTCOR
Johnsons Lee,2013-11-16,1.9583333333333333,CINMS,ARTCOR
Johnsons Lee,2014-03-14,1.5416666666666667,CINMS,ARTCOR
Johnsons Lee,2015-04-14,0.875,CINMS,ARTCOR
Johnsons Lee,2015-11-24,1.5833333333333333,CINMS,ARTCOR
Landing Cove,2002-11-19,4.2,CINMS,ARTCOR
Landing Cove,2002-11-21,3.6,CINMS,ARTCOR
Landing Cove,2003-10-24,3.05,CINMS,ARTCOR
Landing Cove,2004-11-10,6.3,CINMS,ARTCOR
Landing Cove,2005-11-11,6.45,CINMS,ARTCOR
Landing Cove,2006-11-02,3,CINMS,ARTCOR
Landing Cove,2007-10-25,2.2,CINMS,ARTCOR
Landing Cove,2007-10-27,3,CINMS,ARTCOR
Landing Cove,2008-10-15,4.9,CINMS,ARTCOR
Landing Cove,2008-10-17,2.8,CINMS,ARTCOR
Landing Cove,2009-10-15,5.45,CINMS,ARTCOR
Landing Cove,2010-10-06,4.3,CINMS,ARTCOR
Landing Cove,2010-10-08,5.6,CINMS,ARTCOR
Landing Cove,2011-10-23,3.65,CINMS,ARTCOR
Landing Cove,2012-11-12,3,CINMS,ARTCOR
Landing Cove,2013-10-18,0.9,CINMS,ARTCOR
Landing Cove,2015-01-28,11.6,CINMS,ARTCOR
Middle East,2003-01-29,1,CINMS,ARTCOR
Middle East,2003-04-24,0.5,CINMS,ARTCOR
Middle East,2004-01-21,1.1666666666666667,CINMS,ARTCOR
Middle East,2005-01-06,0.3333333333333333,CINMS,ARTCOR
Middle East,2005-12-13,1.3333333333333333,CINMS,ARTCOR
Middle East,2006-03-26,0.5833333333333334,CINMS,ARTCOR
Middle East,2006-11-21,0.16666666666666666,CINMS,ARTCOR
Middle East,2007-03-16,0,CINMS,ARTCOR
Middle East,2007-12-20,3.75,CINMS,ARTCOR
Middle East,2008-03-04,3.5833333333333335,CINMS,ARTCOR
Middle East,2008-11-12,8.25,CINMS,ARTCOR
Middle East,2009-03-08,8.916666666666666,CINMS,ARTCOR
Middle East,2009-12-15,12.25,CINMS,ARTCOR
Middle East,2010-03-12,13.75,CINMS,ARTCOR
Middle East,2010-12-02,6.333333333333333,CINMS,ARTCOR
Middle East,2012-04-25,0.9166666666666666,CINMS,ARTCOR
Middle West,2003-01-29,5.5,CINMS,ARTCOR
Middle West,2003-04-24,5.4,CINMS,ARTCOR
Middle West,2004-01-21,4.6,CINMS,ARTCOR
Middle West,2005-01-06,2.4,CINMS,ARTCOR
Middle West,2005-06-23,0.7,CINMS,ARTCOR
Middle West,2005-12-13,2.5,CINMS,ARTCOR
Middle West,2006-03-26,2.4,CINMS,ARTCOR
Middle West,2006-11-21,2.65,CINMS,ARTCOR
Middle West,2007-03-16,3.3,CINMS,ARTCOR
Middle West,2007-12-20,3.3,CINMS,ARTCOR
Middle West,2008-03-04,3,CINMS,ARTCOR
Middle West,2008-11-12,4.05,CINMS,ARTCOR
Middle West,2009-03-08,4.9,CINMS,ARTCOR
Middle West,2009-12-15,9.4,CINMS,ARTCOR
Middle West,2010-03-12,11.8,CINMS,ARTCOR
Middle West,2010-12-02,7.2,CINMS,ARTCOR
Middle West,2011-03-30,5.7,CINMS,ARTCOR
Middle West,2012-04-24,5.25,CINMS,ARTCOR
Middle West,2012-11-27,9,CINMS,ARTCOR
Middle West,2013-05-03,8.35,CINMS,ARTCOR
Middle West,2013-12-02,7.75,CINMS,ARTCOR
Middle West,2014-11-05,13.75,CINMS,ARTCOR
Middle West,2015-11-12,12.6,CINMS,ARTCOR
NW Talcott,2002-12-02,0.3,CINMS,ARTCOR
NW Talcott,2003-03-14,1.5217391304347827,CINMS,ARTCOR
NW Talcott,2003-11-21,1,CINMS,ARTCOR
NW Talcott,2004-04-12,0.7727272727272727,CINMS,ARTCOR
NW Talcott,2004-12-13,1.1428571428571428,CINMS,ARTCOR
NW Talcott,2005-05-29,1.7272727272727273,CINMS,ARTCOR
NW Talcott,2006-01-11,2.619047619047619,CINMS,ARTCOR
NW Talcott,2006-12-02,2.6,CINMS,ARTCOR
NW Talcott,2007-04-13,1.5,CINMS,ARTCOR
NW Talcott,2007-04-14,3.15,CINMS,ARTCOR
NW Talcott,2008-04-11,4.15,CINMS,ARTCOR
NW Talcott,2009-01-08,6,CINMS,ARTCOR
NW Talcott,2009-05-29,3.55,CINMS,ARTCOR
NW Talcott,2010-01-14,4.571428571428571,CINMS,ARTCOR
NW Talcott,2011-03-17,2.6666666666666665,CINMS,ARTCOR
NW Talcott,2012-01-19,3.4615384615384617,CINMS,ARTCOR
NW Talcott,2012-05-24,1.1923076923076923,CINMS,ARTCOR
NW Talcott,2013-01-23,3.5185185185185186,CINMS,ARTCOR
NW Talcott,2013-04-05,2.64,CINMS,ARTCOR
NW Talcott,2013-11-13,4.1923076923076925,CINMS,ARTCOR
NW Talcott,2014-03-13,4.32,CINMS,ARTCOR
NW Talcott,2015-04-16,5.4,CINMS,ARTCOR
NW Talcott,2015-11-27,5.269230769230769,CINMS,ARTCOR
Orizaba Cove,2003-01-30,1.7083333333333333,CINMS,ARTCOR
Orizaba Cove,2003-05-19,1.96,CINMS,ARTCOR
Orizaba Cove,2004-01-22,3.4583333333333335,CINMS,ARTCOR
Orizaba Cove,2005-12-01,0.44,CINMS,ARTCOR
Orizaba Cove,2006-03-27,0.04,CINMS,ARTCOR
Orizaba Cove,2007-01-03,1.04,CINMS,ARTCOR
Orizaba Cove,2007-03-15,0.4,CINMS,ARTCOR
Orizaba Cove,2007-12-22,1.24,CINMS,ARTCOR
Orizaba Cove,2008-03-07,1.84,CINMS,ARTCOR
Orizaba Cove,2008-11-26,3.96,CINMS,ARTCOR
Orizaba Cove,2009-03-07,6.08,CINMS,ARTCOR
Orizaba Cove,2009-12-14,6.56,CINMS,ARTCOR
Orizaba Cove,2010-11-03,8.12,CINMS,ARTCOR
Orizaba Cove,2011-03-31,6.12,CINMS,ARTCOR
Orizaba Cove,2011-12-20,8.2,CINMS,ARTCOR
Orizaba Cove,2014-11-19,2.04,CINMS,ARTCOR
Otter Harbor,2003-01-15,1.15,CINMS,ARTCOR
Otter Harbor,2003-04-12,1.7,CINMS,ARTCOR
Otter Harbor,2004-01-06,1.55,CINMS,ARTCOR
Otter Harbor,2004-05-10,1.3,CINMS,ARTCOR
Otter Harbor,2005-01-21,1.05,CINMS,ARTCOR
Otter Harbor,2005-05-01,1.7,CINMS,ARTCOR
Otter Harbor,2006-01-26,1.9,CINMS,ARTCOR
Otter Harbor,2007-01-17,1.95,CINMS,ARTCOR
Otter Harbor,2007-05-20,1.1,CINMS,ARTCOR
Otter Harbor,2008-01-19,2.3,CINMS,ARTCOR
Otter Harbor,2008-05-10,1.25,CINMS,ARTCOR
Otter Harbor,2009-01-22,1,CINMS,ARTCOR
Otter Harbor,2009-04-04,0.6,CINMS,ARTCOR
Otter Harbor,2009-11-13,0.8,CINMS,ARTCOR
Otter Harbor,2010-04-21,1.263157894736842,CINMS,ARTCOR
Otter Harbor,2010-12-04,2.65,CINMS,ARTCOR
Otter Harbor,2011-12-07,2.85,CINMS,ARTCOR
Otter Harbor,2012-03-19,3.05,CINMS,ARTCOR
Otter Harbor,2013-01-08,2.75,CINMS,ARTCOR
Otter Harbor,2013-03-08,3.1,CINMS,ARTCOR
Otter Harbor,2014-01-14,1,CINMS,ARTCOR
Otter Harbor,2014-03-25,0.65,CINMS,ARTCOR
Otter Harbor,2014-12-04,1.85,CINMS,ARTCOR
Prisoners Harbor,2002-11-05,1.76,CINMS,ARTCOR
Prisoners Harbor,2003-03-24,2.6,CINMS,ARTCOR
Prisoners Harbor,2003-12-05,2.52,CINMS,ARTCOR
Prisoners Harbor,2004-03-29,3.52,CINMS,ARTCOR
Prisoners Harbor,2004-11-11,0.68,CINMS,ARTCOR
Prisoners Harbor,2005-03-07,0.64,CINMS,ARTCOR
Prisoners Harbor,2005-10-14,1.32,CINMS,ARTCOR
Prisoners Harbor,2006-12-17,0,CINMS,ARTCOR
Prisoners Harbor,2007-03-25,0.08,CINMS,ARTCOR
Prisoners Harbor,2008-03-17,0.76,CINMS,ARTCOR
Prisoners Harbor,2008-12-09,2.8,CINMS,ARTCOR
Prisoners Harbor,2009-04-30,1.72,CINMS,ARTCOR
Prisoners Harbor,2009-11-01,4.48,CINMS,ARTCOR
Prisoners Harbor,2010-03-23,3.36,CINMS,ARTCOR
Prisoners Harbor,2010-11-17,3.08,CINMS,ARTCOR
Prisoners Harbor,2012-01-06,4.44,CINMS,ARTCOR
Prisoners Harbor,2012-05-12,2.12,CINMS,ARTCOR
Prisoners Harbor,2012-12-09,4.4,CINMS,ARTCOR
Prisoners Harbor,2013-03-22,2.6,CINMS,ARTCOR
Prisoners Harbor,2013-10-31,3.88,CINMS,ARTCOR
Prisoners Harbor,2014-04-11,2.96,CINMS,ARTCOR
Prisoners Harbor,2014-11-18,6.04,CINMS,ARTCOR
Prisoners Harbor,2016-01-19,5.8,CINMS,ARTCOR
S Frenchys Cove,2003-01-27,3.45,CINMS,ARTCOR
S Frenchys Cove,2003-05-20,1.7,CINMS,ARTCOR
S Frenchys Cove,2004-01-19,0.4,CINMS,ARTCOR
S Frenchys Cove,2004-06-07,0.4,CINMS,ARTCOR
S Frenchys Cove,2005-01-23,0.8421052631578947,CINMS,ARTCOR
S Frenchys Cove,2005-06-24,0.5789473684210527,CINMS,ARTCOR
S Frenchys Cove,2005-12-14,1.65,CINMS,ARTCOR
S Frenchys Cove,2006-03-28,1.95,CINMS,ARTCOR
S Frenchys Cove,2006-11-22,0.65,CINMS,ARTCOR
S Frenchys Cove,2007-03-17,1.2,CINMS,ARTCOR
S Frenchys Cove,2007-12-21,2.5,CINMS,ARTCOR
S Frenchys Cove,2008-03-03,1.85,CINMS,ARTCOR
S Frenchys Cove,2008-11-11,2.8,CINMS,ARTCOR
S Frenchys Cove,2009-03-09,1.35,CINMS,ARTCOR
S Frenchys Cove,2009-12-02,1.75,CINMS,ARTCOR
S Frenchys Cove,2010-03-12,1.6,CINMS,ARTCOR
S Frenchys Cove,2010-11-05,0.4,CINMS,ARTCOR
S Frenchys Cove,2011-11-23,0.55,CINMS,ARTCOR
S Frenchys Cove,2012-04-23,0.2,CINMS,ARTCOR
S Frenchys Cove,2012-11-25,1.8,CINMS,ARTCOR
S Frenchys Cove,2013-05-04,1.05,CINMS,ARTCOR
S Frenchys Cove,2013-12-16,2.8,CINMS,ARTCOR
S Frenchys Cove,2014-05-20,1.2105263157894737,CINMS,ARTCOR
S Frenchys Cove,2014-11-03,3.7,CINMS,ARTCOR
S Frenchys Cove,2015-11-11,3.9,CINMS,ARTCOR
Scorpion Rock,2003-01-31,0.48,CINMS,ARTCOR
Scorpion Rock,2003-05-22,0.44,CINMS,ARTCOR
Scorpion Rock,2003-12-19,1,CINMS,ARTCOR
Scorpion Rock,2004-03-16,1.1666666666666667,CINMS,ARTCOR
Scorpion Rock,2005-01-08,1.32,CINMS,ARTCOR
Scorpion Rock,2005-04-19,1,CINMS,ARTCOR
Scorpion Rock,2006-03-25,1.72,CINMS,ARTCOR
Scorpion Rock,2007-03-14,2.52,CINMS,ARTCOR
Scorpion Rock,2008-03-06,5.041666666666667,CINMS,ARTCOR
Scorpion Rock,2008-11-25,5.12,CINMS,ARTCOR
Scorpion Rock,2009-12-01,6.28,CINMS,ARTCOR
Scorpion Rock,2010-03-28,3.88,CINMS,ARTCOR
Scorpion Rock,2010-12-03,5.44,CINMS,ARTCOR
Scorpion Rock,2011-11-22,4.32,CINMS,ARTCOR
Scorpion Rock,2012-10-28,9.4,CINMS,ARTCOR
Scorpion Rock,2012-10-29,0,CINMS,ARTCOR
Scorpion Rock,2013-04-19,5.6,CINMS,ARTCOR
Scorpion Rock,2013-12-13,6.76,CINMS,ARTCOR
Scorpion Rock,2014-04-23,4.64,CINMS,ARTCOR
Scorpion Rock,2014-12-19,8.041666666666666,CINMS,ARTCOR
Scorpion Rock,2015-10-25,7.28,CINMS,ARTCOR
Sea Lion Rookery,2002-11-20,3.7,CINMS,ARTCOR
Sea Lion Rookery,2003-10-25,1.55,CINMS,ARTCOR
Sea Lion Rookery,2004-11-11,0.3333333333333333,CINMS,ARTCOR
Sea Lion Rookery,2004-11-12,0,CINMS,ARTCOR
Sea Lion Rookery,2006-11-04,0.3,CINMS,ARTCOR
Sea Lion Rookery,2007-10-26,0.3,CINMS,ARTCOR
Sea Lion Rookery,2008-10-16,2.7,CINMS,ARTCOR
Sea Lion Rookery,2009-10-16,3.35,CINMS,ARTCOR
Sea Lion Rookery,2010-10-07,8.45,CINMS,ARTCOR
Sea Lion Rookery,2011-10-24,3.45,CINMS,ARTCOR
Sea Lion Rookery,2012-11-13,0.05,CINMS,ARTCOR
Sea Lion Rookery,2013-10-19,0.05,CINMS,ARTCOR
Sea Lion Rookery,2015-01-29,9.1,CINMS,ARTCOR
Trailer,2002-11-02,0.8,CINMS,ARTCOR
Trailer,2003-03-25,2.347826086956522,CINMS,ARTCOR
Trailer,2003-12-09,2.347826086956522,CINMS,ARTCOR
Trailer,2004-04-01,1.1304347826086956,CINMS,ARTCOR
Trailer,2004-11-13,1.5217391304347827,CINMS,ARTCOR
Trailer,2005-03-09,2.75,CINMS,ARTCOR
Trailer,2005-10-15,3.380952380952381,CINMS,ARTCOR
Trailer,2005-10-17,4.666666666666667,CINMS,ARTCOR
Trailer,2006-12-19,3.8333333333333335,CINMS,ARTCOR
Trailer,2007-03-26,3,CINMS,ARTCOR
Trailer,2007-03-27,2.6666666666666665,CINMS,ARTCOR
Trailer,2008-03-19,3.2083333333333335,CINMS,ARTCOR
Trailer,2008-12-11,2.8333333333333335,CINMS,ARTCOR
Trailer,2009-04-27,1.875,CINMS,ARTCOR
Trailer,2009-11-04,2.625,CINMS,ARTCOR
Trailer,2010-03-26,3.130434782608696,CINMS,ARTCOR
Trailer,2010-11-17,4.5,CINMS,ARTCOR
Trailer,2010-11-18,3.4761904761904763,CINMS,ARTCOR
Trailer,2012-01-08,1.1428571428571428,CINMS,ARTCOR
Trailer,2012-01-18,7.5,CINMS,ARTCOR
Trailer,2012-05-09,0.6956521739130435,CINMS,ARTCOR
Trailer,2012-12-10,1.5833333333333333,CINMS,ARTCOR
Trailer,2013-03-24,1.625,CINMS,ARTCOR
Trailer,2013-11-01,1.9166666666666667,CINMS,ARTCOR
Trailer,2014-04-08,3.25,CINMS,ARTCOR
Trailer,2014-11-22,3.3043478260869565,CINMS,ARTCOR
Trailer,2016-01-22,3.9583333333333335,CINMS,ARTCOR
Willows Anchorage,2002-11-04,3.1,CINMS,ARTCOR
Willows Anchorage,2003-03-27,2.95,CINMS,ARTCOR
Willows Anchorage,2003-12-07,0.6,CINMS,ARTCOR
Willows Anchorage,2004-03-30,0.4,CINMS,ARTCOR
Willows Anchorage,2004-11-14,0.3684210526315789,CINMS,ARTCOR
Willows Anchorage,2005-03-10,0.3,CINMS,ARTCOR
Willows Anchorage,2005-10-16,1.35,CINMS,ARTCOR
Willows Anchorage,2006-12-20,0.65,CINMS,ARTCOR
Willows Anchorage,2007-03-28,0.5,CINMS,ARTCOR
Willows Anchorage,2008-03-18,4.2,CINMS,ARTCOR
Willows Anchorage,2008-12-11,6.65,CINMS,ARTCOR
Willows Anchorage,2009-04-29,2.65,CINMS,ARTCOR
Willows Anchorage,2009-11-02,4.7,CINMS,ARTCOR
Willows Anchorage,2010-03-25,4.65,CINMS,ARTCOR
Willows Anchorage,2010-11-22,5.5,CINMS,ARTCOR
Willows Anchorage,2012-01-07,2.75,CINMS,ARTCOR
Willows Anchorage,2012-05-11,1.6,CINMS,ARTCOR
Willows Anchorage,2012-12-12,5.25,CINMS,ARTCOR
